goblin (monster)									goblin	/ˈɡɑblən/	/ˈɡɒblɪn/	n	A small, mischievous, and sometimes evil creature from folklore.	A goblin stole the children’s candy in the spooky bedtime story.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Cryptids Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
garbage (n)									garbage	/ˈɡɑrbɪdʒ/	/ˈɡɑːbɪdʒ/	n	Refuse or waste material. Used in the US.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Lugares::USA Vocabulary::AOT Vocabulary::Clean-Dirty
gunwale (n)	<img src="_gunwale.JPG">								gunwale	/ˈɡənl̩/	/ˈɡʌnᵊl/	n	The upper edge of the side of a boat.	<img src="_gunwale_2.JPG">																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Ships
gurney		maca							gurney	/ˈɡɜ˞ni/	/ˈɡɜːni/	n	A wheeled stretcher used for transporting patients in hospitals.		camilla						brancard						Krankenbahre						camilla						barella												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::Health Vocabulary::Health::Equipment Vocabulary::Hospitals Vocabulary::My_Choice
glow (celebration)		brilhar	brilhar	/bɾiˈʎaɾ/	/bɾiˈʎaʁ/	v	Emitir uma luz suave, frequentemente descrevendo felicidade ou iluminação.	As lanternas brilhavam lindamente, criando uma atmosfera mágica.	glow	/ˈɡloʊ/	/ˈɡləʊ/	v	To shine with a soft light, often describing happiness or lights.	The lanterns glowed beautifully, creating a magical atmosphere.	brillar						briller						glühen						brillar						risplendere												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
ghost (monster)									ghost	/ˈɡoʊst/	/ˈɡəʊst/	n	A spirit of a dead person, often depicted as a floating, translucent figure.	Some people believe that old houses are haunted by ghosts.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Cryptids Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
groundbreaking (adj)									groundbreaking	/ˈɡɹaʊndˌbɹeɪkɪŋ/	/ˈɡraʊndˌbreɪkɪŋ/	adj	Innovative or pioneering, introducing new ideas or methods.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Progress Vocabulary::Science
grave (cemetery)		túmulo							grave	/ˈɡɹeɪv/	/ˈɡreɪv/	n	A burial place in the ground.		tumba						tombe						Grab						tomba						tomba												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Cemetery Vocabulary::Death Vocabulary::English Vocabulary::My_Choice
grazing (v)									grazing	/ˈɡɹeɪzɪŋ/	/ˈɡreɪzɪŋ/	v	Eating small amounts of food continuously.	He gestures towards the foliage, and Mikasa sees a large buck grazing a few meters away.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::Animals Vocabulary::AOT Vocabulary::Deer Vocabulary::Domestic_Animals Vocabulary::Horses Vocabulary::Nature
grit (trying for the first time)									grit	/ˈɡɹɪt/	/ˈɡrɪt/	n	Courage and perseverance in achieving something.	It took a lot of grit to keep trying until I finally succeeded.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
handoff (n)(pron)		transferência							handoff	/ˈhændˌɔf/	/#handoff#/	n	The act of passing something from one person or process to another.		transferencia						passation						Übergabe						transferència						passaggio												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
howl (Halloween)									howl	/ˈhaʊəl/	/ˈhaʊl/	v	To make a long, loud, wailing sound, like a wolf.	We heard the wind howl outside, making the night feel even scarier.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
hardly (adv)									hardly	/ˈhɑrdli/	/ˈhɑːdli/	adv	Almost never; very little.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
heartwarming (celebration)		comovente	comovente	/kumuˈvẽtɨ/	/komoˈvẽtʃi/	adj m/f	Que causa sentimentos de felicidade e calor no coração.	Ver minha família reunida ao redor da mesa foi uma cena comovente.	heartwarming	/ˈhɑrtˌwɔrmɪŋ/	/ˈhɑːtˌwɔːmɪŋ/	adj	Causing feelings of happiness and warmth.	Seeing my family gathered around the table was a heartwarming sight.	entrañable						réconfortant						herzerwärmend						commovedor						commovente												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Hard_to_Pronounce English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
heads into (ph v)									heads into	/ˈhɛdz ˈɪntə/	/ˈhedz ˈɪntə/	ph v	To move toward or enter a place.																																						English::Phrasal_Verbs::HEAD English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
hex (n)(pron)		feitiço							hex	/ˈhɛks/	/ˈheks/	n	A spell or curse, usually associated with magic or superstition.		hechizo						sortilège						Hexerei						encanteri						incantesimo												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
hymns (np)									hymns	/ˈhɪmz/	/ˈhɪmz/	np	Religious songs or poems of praise, often sung in worship.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Poems Vocabulary::Songs
hubris (n)									hubris	/ˈhjubɹəs/	/ˈhjuːbrɪs/	n	Excessive pride or self-confidence, often leading to downfall.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Crazy_Difficult
haunted (Halloween)									haunted	/ˈhɔntəd/	/ˈhɔːntɪd/	adj	Said to be inhabited by ghosts or supernatural beings.	We visited a haunted house that had eerie sounds and flickering lights.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
hook over (ph v)									hook over	/ˈhʊk ˈoʊvə˞/	/ˈhʊk ˈəʊvə/	ph v	To place or attach something by looping or hooking it over another object.	Ymir wraps her arms around her stomach and tugs her flush against her, hooking her chin over Historia's shoulder.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
hookup (n)									hookup	/ˈhʊkˌəp/	/ˈhʊkʌp/	n	A casual romantic or sexual encounter.	Trying to distract me from my duties for a saucy hookup babe? because it's working and I love this new side of you.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Flirting Vocabulary::Love
incense (Day of the Death)									incense	/ˈɪnˌsɛns/	/ˈɪnsens/	n	A fragrant substance burned in religious or ceremonial rituals.	The scent of incense filled the air as the family prayed at the altar.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
incense (Paper Lantern Festivals)									incense	/ˈɪnˌsɛns/	/ˈɪnsens/	n	A substance that produces fragrant smoke when burned, used in religious and cultural ceremonies.	They lit incense sticks to accompany their prayers for the departed.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
indolent									indolent	/ˈɪndələnt/	/ˈɪndᵊlᵊn/	adj	Showing a tendency to avoid work or exertion; lazy.	He lounged on the couch all day, proving how indolent he was.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
eerie (Halloween)									eerie	/ˈɪri/	/ˈɪəri/	adj	Strangely frightening or mysterious.	The eerie glow of the jack-o&#x27;-lanterns made the night feel magical.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
callous (adj)	<img src="Erwin - Ill sacrifice your baby.jpg">								callous	/ˈkʰæləs/	/ˈkʰæləs/	adj	Emotionally insensitive or unfeeling.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Personality
callouses									callouses	/ˈkʰæləsəz/	/ˈkʰæləsɪz/	np	Thickened, hardened skin areas due to repeated friction or pressure.	Years of playing the guitar left callouses on his fingertips.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Hands Vocabulary::Health
candle (Day of the Death)									candle	/ˈkʰændl̩/	/ˈkʰændᵊl/	n	A source of light used in altars to guide spirits back home.	They lit a candle for each family member who had passed away.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
can&#x27;t (adv)(pron)		não pode							can&#x27;t	/ˈkʰænt/	/ˈkʰɑːnt/	adv	Contraction of &quot;cannot,&quot; indicating inability or prohibition.		no puede						ne peut pas						kann nicht						no pot						non può												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
costume (Halloween)									costume	/ˈkʰɑˌstum/	/ˈkʰɒstjuːm/	n	An outfit worn to disguise oneself, often for entertainment or special occasions.	I dressed up in a witch costume with a pointy hat and a black cloak.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
comrades (nmp)									comrades	/ˈkʰɑmˌɹædz/	/ˈkʰɒmreɪdz/	nmp	Fellow soldiers or companions.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Military Vocabulary::People::Relationships Vocabulary::War
carve (Halloween)									carve	/ˈkʰɑrv/	/ˈkʰɑːv/	v	To cut and shape a solid material, often wood or vegetables.	We used a small knife to carefully carve faces into the pumpkins.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
covenant		aliança							covenant	/ˈkʰəvənənt/	/ˈkʰʌvᵊnᵊnt/	n	A formal agreement, contract, or promise between two or more parties.		pacto						accord						Bund						pacte						patto												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
carrion crow (bird)		corvo							carrion crow	/ˈkʰɛriən ˈkɹoʊ/	/ˈkʰæriən ˈkrəʊ/	n	A black bird that feeds on dead animals.		corneja negra						corbeau freux						Aaskrähe						corba						cornacchia nera												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
keeling over		desmaiar							keeling over	/ˈkʰilɪŋ ˈoʊvə˞/	/ˈkʰiːlɪŋ ˈəʊvə/	exp	An expression indicating someone collapsing or falling, often due to weakness or illness.		desmayarse						s&#x27;évanouir						umkippen						desmaiar						svenire												English::Vocabulary Vocabulary::AOT Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
kindling (n)									kindling	/ˈkʰɪndlɪŋ/	/ˈkʰɪndlɪŋ/	n	Small pieces of wood used to start a fire.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
corvid		corvídeo							corvid	/ˈkʰɔrvəd/	/ˈkʰɔːvɪd/	n	A bird belonging to the crow family, including crows, ravens, and magpies.		córvido						corvidé						corvidé						còrvid						corvide												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Crows Vocabulary::English Vocabulary::My_Choice
clasp									clasp	/ˈklæsp/	/ˈklɑːsp/	n	A fastening device, often used for belts, jewelry, or armor.	The clasp on my necklace broke, and now I can’t wear it.																																					English::Vocabulary Vocabulary::AOT Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT::Uniform Vocabulary::Clothing
clearing (n)									clearing	/ˈklɪrɪŋ/	/ˈklɪərɪŋ/	n	An open space in a forest.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Forests Vocabulary::Nature
crushed (v)									crushed	/ˈkɹəʃt/	/ˈkrʌʃt/	v	Compressed or broken under great force.	Smaller creatures only had to worry about being accidentaly crushed underfoot																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
creep (Halloween)									creep	/ˈkɹip/	/ˈkriːp/	v	To move slowly and quietly, often to avoid being noticed.	We crept through the dark alley, trying not to make a sound.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
lantern (Halloween)									lantern	/ˈlæntə˞n/	/ˈlæntən/	n	A light source, often enclosed, used for illumination.	On Halloween night, we placed a lantern inside the carved pumpkin.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
lantern (Paper Lantern Festivals)									lantern	/ˈlæntə˞n/	/ˈlæntən/	n	A light source enclosed in a decorative covering, often made of paper.	We lit a lantern and released it into the night sky as a tribute to our ancestors.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
latches onto (ph v)									latches onto	/ˈlætʃəz ˈɔntə/	/ˈlætʃɪz ˈɒntə/	ph v	To grip or attach firmly.	Ah, clearly Armin caught up, he latches onto Mikasa's other side, Eren thinks he can hear someone snicker.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Movement
La Catrina (Day of the Death)									La Catrina	/ˈlɑ #kaˈtɾina#/	/ˈlɑː #kaˈtɾina#/	n	A famous skeletal female figure dressed in elegant clothing, representing death with dignity.	People dress up as La Catrina with painted skull faces during the festivities.	La Catrina																																				Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
less savory (adj)									less savory	/ˈlɛs ˈseɪvə˞ɹi/	/ˈles ˈseɪvəri/	adj	Unpleasant, morally questionable, or undesirable.	They have befriended a few of the less savory characters in Trost.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Crime
Legalism (Chinese philosophy)		Legalismo							Legalism	/ˈliɡəˌlɪzəm/	/ˈliːɡəˌlɪzəm/	n	A Chinese philosophical school advocating strict laws and authoritarian control to maintain order.		Legalismo						légalisme						Legalismus						legalisme						legalismo												English::Vocabulary Phylosophy Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice
lean down (ph v)									lean down	/ˈlin ˈdaʊn/	/ˈliːn ˈdaʊn/	ph v	To lower the upper body closer to the ground.	She does not know what she would have done if the titan hadn't leaned down and plucked the support beam off Armin, like it was kindling																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
limited (adj)(pron)		limitado							limited	/ˈlɪmətəd/	/ˈlɪmɪtɪd/	adj	Restricted in size, amount, or extent.		limitado						limité						begrenzt						limitat						limitato												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
Loy Krathong (Paper Lantern Festivals)									Loy Krathong	/ˈlɔɪ #Krathong#/	/ˈlɔɪ #Krathong#/	n	A Thai festival where people release floating lanterns on water to honor the spirits.	During Loy Krathong, families gather to release lanterns into the river.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
looming (adj)									looming	/ˈlumɪŋ/	/ˈluːmɪŋ/	adj	Appearing as a large, threatening presence.	Befriending their comrades is important, not only because they may be fighing beside each other one day, but because of the looming threat Eren has noticed on the first day.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Fear
loon									loon	/ˈlun/	/ˈluːn/	n	A slang term for a foolish or crazy person.	He ran through the park in the rain, laughing like a loon.																																					English::Vocabulary Vocabulary::My_Choice English::Vocabulary::Slang FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT
magpie (bird)		pega-rabuda							magpie	/ˈmæɡˌpaɪ/	/ˈmæɡpaɪ/	n	A black-and-white bird known for its intelligence and attraction to shiny objects.		urraca						pie bavarde						Elster						garsa						gazza												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
mandrake		mandrágora							mandrake	/ˈmænˌdɹeɪk/	/ˈmændreɪk/	n	A plant with a forked root resembling a human figure, often associated with folklore and medicine.		mandrágora						mandragore						Alraune						mandràgora						mandragola												English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::My_Choice Vocabulary::Plants Vocabulary::Witchcraft
mastery (trying for the first time)									mastery	/ˈmæstə˞ɹi/	/ˈmɑːstᵊri/	n	Complete skill or understanding of something.	After weeks of practice, I finally achieved mastery in rollerblading.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
makeshift									makeshift	/ˈmeɪkˌʃɪft/	/ˈmeɪkʃɪft/	adj	Created quickly with available materials, often as a temporary solution.	They built a makeshift shelter using wooden planks and an old tarp.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Equipment
mummy (monster)									mummy	/ˈməmi/	/ˈmʌmi/	n	An undead creature wrapped in bandages, inspired by ancient Egyptian mummies.	The horror movie featured an ancient mummy rising from its tomb.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Cryptids Vocabulary::Festivals Vocabulary::Halloween Vocabulary::Monster
money (n)(pron)		dinheiro							money	/ˈməni/	/ˈmʌni/	n	A medium of exchange in the form of coins, banknotes, or digital currency.		dinero						argent						Geld						diners						denaro												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
must (v)(pron)		deve							must	/ˈməst/	/ˈmʌst/	v	Indicates necessity or obligation.		debe						doit						muss						deu						deve												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
memorable (trying for the first time)									memorable	/ˈmɛmə˞ɹəbəl/	/ˈmemᵊrəbᵊl/	adj	Worth remembering due to significance or impact.	That day remains one of the most memorable moments of my childhood.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
marigold (Day of the Death)									marigold	/ˈmɛrəˌɡoʊld/	/ˈmærɪɡəʊld/	n	A bright orange or yellow flower used to decorate altars and graves.	Marigolds are believed to guide spirits back to the world of the living.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
mesmerizing									mesmerizing	/ˈmɛzmə˞ˌɹaɪzɪŋ/	/ˈmezməraɪzɪŋ/	adj	Hypnotically captivating or enthralling.	The sunset over the ocean was mesmerizing.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Delight
meek									meek	/ˈmik/	/ˈmiːk/	adj	Showing a gentle, submissive, or timid nature.	He gave a meek apology, barely looking up from his shoes.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Ein-Riese FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Personality
meat skewers (Paper Lantern Festivals)									meat skewers	/ˈmit ˈskjuə˞z/	/ˈmiːt ˈskjʊəz/	n	Small pieces of meat grilled on a stick, commonly eaten at festivals.	We enjoyed delicious meat skewers while watching the lanterns float away.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
minute (time)		minuto							minute	/ˈmɪnət/	/ˈmɪnɪt/	n	A unit of time equal to 60 seconds.		minuto						minute						Minute						minut						minuto												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
minute (meeting)		ata de reunião							minute	/ˈmɪnət/	/ˈmɪnɪt/	n	A written record of a meeting’s proceedings.		acta de reunión						compte rendu						Protokoll						acta de reunió						verbale												English::Hard_to_Pronounce English::Vocabulary Vocabulary::Chamba Vocabulary::English Vocabulary::My_Choice
mischief (Halloween)									mischief	/ˈmɪstʃəf/	/ˈmɪstʃɪf/	n	Playful, slightly naughty behavior, often by children.	We got into some mischief by scaring the neighbors with fake spiders.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
mourning (Day of the Death)									mourning	/ˈmɔrnɪŋ/	/ˈmɔːnɪŋ/	n	The expression of deep sorrow for someone who has died, often through rituals.	Although it is a time of mourning, the celebration is filled with joy and remembrance.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
neatly (adv)									neatly	/ˈnitli/	/ˈniːtli/	adv	In an organized and orderly manner.	She fits neatly in his hand.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
note (v)(pron)		notar							note	/ˈnoʊt/	/ˈnəʊt/	v	To observe or record something in writing.		notar						noter						notieren						notar						notare												English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
Obon Festival (Paper Lantern Festivals)									Obon Festival	/ˈoʊbən ˈfɛstəvəl/	/#Obon# ˈfestɪvᵊl/	n	A Japanese Buddhist festival honoring the spirits of ancestors, often featuring lanterns.	The Obon Festival is a time for reflection and celebrating family traditions.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
only (adv)(pron)		somente							only	/ˈoʊnli/	/ˈəʊnli/	adv	No more than; solely.		sólo						seulement						nur						només						solo												English::Adverbs English::Hard_to_Pronounce English::Vocabulary Vocabulary::English Vocabulary::My_Choice
offering (Day of the Death)									offering	/ˈɔfə˞ɹɪŋ/	/ˈɒfᵊrɪŋ/	n	A gift or tribute presented as part of a ritual or ceremony.	They placed an offering of food and flowers on the altar for their ancestors.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
offering (Paper Lantern Festivals)									offering	/ˈɔfə˞ɹɪŋ/	/ˈɒfᵊrɪŋ/	n	A symbolic gift, often of food or flowers, presented to honor the deceased.	Each family prepared an offering of fruits and sweets for their ancestors.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
altar (Day of the Death)									altar	/ˈɔltə˞/	/ˈɔːltə/	n	A decorated structure with offerings to honor deceased loved ones.	Families set up an altar with candles, flowers, and food for their ancestors.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
on the ground (exp)									on the ground	/ˈɔn ðə ˈɡɹaʊnd/	/ɒn ðə ˈɡraʊnd/	exp	Located at surface level.	After 30 minutes they make their way to the clearing, there is a spot of blood on the ground, and Eren immediately heads into the bush.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Forests
pan de muerto (Day of the Death)									pan de muerto	/ˈpʰæn də #ˈmweɾto#/	/ˈpʰæn də #ˈmweɾto#/	n	A special sweet bread baked for Día de los Muertos, often decorated with bone-shaped designs.	We shared pan de muerto and hot chocolate while remembering our grandparents.	pan de muerto																																				Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
pang of loss (n)									pang of loss	/ˈpʰæŋ əv ˈlɔs/	/ˈpʰæŋ əv ˈlɒs/	n	A sharp feeling of sadness or grief due to loss.																																						English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT Vocabulary::Loss-Pain
piled high (exp)									piled high	/ˈpʰaɪəld ˈhaɪ/	/ˈpʰaɪld ˈhaɪ/	exp	Stacked to a great height.	They end up in a shed. It is made of brick, sitting on the edge of the city and piled high in snow.																																					English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
Pátzcuaro Day of the Dead (celebration)									Pátzcuaro Day of the Dead	/ˈpʰɑtskwɑɹoʊ ˈdeɪ əv ðə ˈdɛd/	/ˈpʰɑtskwɑɹoʊˈdeɪ əv ðə ˈded/	n	A traditional celebration in Pátzcuaro, Michoacán, where families honor their ancestors by the lake.	The Pátzcuaro Day of the Dead is known for its floating candles on the lake.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
